element,count
wd:Q12488913,3
wd:Q12488911,3
wd:Q24659756,3
wd:Q19944049,3
wd:Q158454,3
wd:Q15632117,3
wd:Q29168811,3
wd:Q595841,3
wd:Q22921164,3
wd:Q1543615,3
wd:Q17047615,3
wd:Q542,3
wd:Q17517,3
wd:Q495307,3
wd:Q483242,3
wd:Q199655,3
wd:Q16387,3
wd:Q1377182,3
wd:Q35798,3
wd:Q309481,3
wd:Q15069452,3
wd:Q753779,3
wd:Q4012861,3
wd:Q1440476,3
wd:Q7272,3
wd:Q1437688,3
wd:Q13027888,3
wd:Q14560,3
wd:Q15734684,3
wd:Q517351,3
wd:Q322481,3
wd:Q494511,3
wd:Q125191,3
wd:Q17329259,3
wd:Q23808,3
wd:Q21025364,3
wd:Q19798644,3
wd:Q1650915,3
wd:Q59099,3
wd:Q1073467,3
wd:Q35758,3
wd:Q539051,3
wd:Q2668072,3
wd:Q21070598,3
wd:Q3647172,3
wd:Q268592,3
wd:Q2516121,3
wd:Q756102,3
wd:Q3369996,3
wd:Q1708422,3
wd:Q453909,3
wd:Q25343,3
wd:Q21518270,3
wd:Q15777,3
wd:Q15068450,3
wd:Q1946,3
wd:Q1198413,3
wd:Q1549187,3
wd:Q30849,3
wd:Q8463,3
wd:Q1048390,3
wd:Q202251,3
wd:Q33742,3
wd:Q128570,3
wd:Q205495,3
wd:Q125,3
wd:Q654236,3
wd:Q1803786,3
wd:Q207712,3
wd:Q24649023,3
wd:Q1060829,3
wd:Q847935,3
wd:Q727028,3
wd:Q189004,3
wd:Q270704,3
wd:Q15054477,3
wd:Q27943370,3
wd:Q131138,3
wd:Q350895,3
wd:Q34505,3
wd:Q15092344,3
wd:Q19953632,3
wd:Q48292,3
wd:Q181055,3
wd:Q271669,3
wd:Q466,3
wd:Q1415090,3
wd:Q19862845,3
wd:Q1364556,3
wd:Q2222986,3
wd:Q916333,3
wd:Q15127012,3
wd:Q2312410,3
wd:Q200297,3
wd:Q3780304,3
wd:Q3300034,3
wd:Q17091404,3
wd:Q1164529,3
wd:Q1053463,3
wd:Q782543,3
wd:Q2039348,3
wd:Q19707,3
wd:Q15916867,3
wd:Q17544377,3
wd:Q185674,3
wd:Q362482,3
wd:Q12039558,3
wd:Q163875,3
wd:Q1615742,3
wd:Q6999,3
wd:Q57058,3
wd:Q560,3
wd:Q5705,3
wd:Q5279053,3
wd:Q1302471,3
wd:Q24856,3
wd:Q189567,3
wd:Q2280227,3
wd:Q217421,3
wd:Q9332,3
wd:Q31855,3
wd:Q1852752,3
wd:Q181888,3
wd:Q83,3
wd:Q15548044,3
wd:Q14212,3
wd:Q25293,3
wd:Q398141,3
wd:Q208826,3
wd:Q19361238,3
wd:Q465299,3
wd:Q1485500,3
wd:Q15661340,3
wd:Q806869,3
wd:Q2905030,3
wd:Q203323,3
wd:Q190489,3
wd:Q515701,3
wd:Q2512777,3
wd:Q852446,3
wd:Q55808,3
wd:Q82,3
wd:Q10878611,3
wd:Q202833,3
wd:Q902104,3
wd:Q471839,3
wd:Q6368,3
wd:Q181876,3
wd:Q7353426,3
wd:Q16735822,3
wd:Q17592486,3
wd:Q26013333,3
wd:Q205961,3
wd:Q917182,3
wd:Q180809,3
wd:Q42267,3
wd:Q917284,3
wd:Q191163,3
wd:Q21198401,3
wd:Q15707583,3
wd:Q787,3
wd:Q80006,3
wd:Q890055,3
wd:Q19833835,3
wd:Q427287,3
wd:Q30014,3
wd:Q3142,3
wd:Q1299240,3
wd:Q819435,3
wd:Q3565868,3
wd:Q3254959,3
wd:Q15261477,3
wd:Q7560,3
wd:Q4047513,3
wd:Q569,3
wd:Q21451178,3
wd:Q37147,3
wd:Q11105360,3
wd:Q1252971,3
wd:Q937228,3
wd:Q47146,3
wd:Q38672,3
wd:Q109607,3
wd:Q29969141,3
wd:Q62927,3
wd:Q1394476,3
wd:Q171558,3
wd:Q875157,3
wd:Q361733,3
wd:Q94,3
wd:Q15815670,3
wd:Q16362115,3
wd:Q47762,3
wd:Q21188110,3
wd:Q2840,3
wd:Q340169,3
wd:Q149621,3
wd:Q3710552,3
wd:Q210272,3
wd:Q6027980,3
wd:Q195339,3
wd:Q33648,3
wd:Q832778,3
wd:Q146591,2
wd:Q32099,2
wd:Q184439,2
wd:Q851824,2
wd:Q785486,2
wd:Q23008351,2
wd:Q33741,2
wd:Q847109,2
wd:Q24784265,2
wd:Q178712,2
wd:Q33837,2
wd:Q329425,2
wd:Q18557119,2
wd:Q18557198,2
wd:Q18556906,2
wd:Q977787,2
wd:Q317088,2
wd:Q142031,2
wd:Q24046192,2
wd:Q161726,2
wd:Q200250,2
wd:Q2291862,2
wd:Q168658,2
wd:Q19816755,2
wd:Q4692,2
wd:Q35722,2
wd:Q18089563,2
wd:Q43619,2
wd:Q13423964,2
wd:Q5663900,2
wd:Q1507736,2
wd:Q3068953,2
wd:Q14663,2
wd:Q2824645,2
wd:Q46622,2
wd:Q7132141,2
wd:Q2596245,2
wd:Q739462,2
wd:Q11861249,2
wd:Q12132,2
wd:Q18667213,2
wd:Q218616,2
wd:Q855919,2
wd:Q188860,2
wd:Q171043,2
wd:Q785745,2
wd:Q34336,2
wd:Q209934,2
wd:Q5962346,2
wd:Q1267889,2
wd:Q3242115,2
wd:Q2008050,2
wd:Q21402571,2
wd:Q5146,2
wd:Q261543,2
wd:Q20136,2
wd:Q18555374,2
wd:Q627627,2
wd:Q7590,2
wd:Q1307,2
wd:Q165328,2
wd:Q3366856,2
wd:Q1068126,2
wd:Q170238,2
wd:Q18610173,2
wd:Q12302,2
wd:Q5414,2
wd:Q38090,2
wd:Q2484680,2
wd:Q796194,2
wd:Q18553582,2
wd:Q37045,2
wd:Q375011,2
wd:Q1907525,2
wd:Q5009242,2
wd:Q1194970,2
wd:Q2291158,2
wd:Q1269,2
wd:Q18395344,2
wd:Q21114848,2
wd:Q235007,2
wd:Q1148337,2
wd:Q28314507,2
wd:Q28070952,2
wd:Q599510,2
wd:Q1129066,2
wd:Q83460,2
wd:Q859477,2
wd:Q21079854,2
wd:Q165,2
wd:Q29968296,2
wd:Q241317,2
wd:Q27108230,2
wd:Q28231040,2
wd:Q159385,2
wd:Q1455,2
wd:Q149010,2
wd:Q208233,2
wd:Q25245,2
wd:Q80071,2
wd:Q8473,2
wd:Q17486927,2
wd:Q15647814,2
wd:Q18635217,2
wd:Q1077701,2
wd:Q1792644,2
wd:Q21281405,2
wd:Q417841,2
wd:Q33829,2
wd:Q2500638,2
wd:Q2309609,2
wd:Q12117,2
wd:Q212878,2
wd:Q219239,2
wd:Q5003624,2
wd:Q23173209,2
wd:Q1124833,2
wd:Q2775969,2
wd:Q309823,2
wd:Q4284971,2
wd:Q15989253,2
wd:Q1515156,2
wd:Q25930759,2
wd:Q864,2
wd:Q6428674,2
wd:Q2763,2
wd:Q18556025,2
wd:Q18555936,2
wd:Q7325,2
wd:Q3196,2
wd:Q28146956,2
wd:Q581105,2
wd:Q43577,2
wd:Q5295538,2
wd:Q1250916,2
wd:Q960648,2
wd:Q4117139,2
wd:Q1172284,2
wd:Q1773882,2
wd:Q131110,2
wd:Q686822,2
wd:Q3277997,2
wd:Q655362,2
wd:Q831515,2
wd:Q42884,2
wd:Q11405,2
wd:Q380677,2
wd:Q47928,2
wd:Q280413,2
wd:Q158657,2
wd:Q57318,2
wd:Q184188,2
wd:Q3962,2
wd:Q38903,2
wd:Q931260,2
wd:Q118,2
wd:Q21745557,2
wd:Q20134,2
wd:Q998550,2
wd:Q10379,2
wd:Q15981151,2
wd:Q38280,2
wd:Q752297,2
wd:Q18887908,2
wd:Q21287602,2
wd:Q161837,2
wd:Q608465,2
wd:Q19817101,2
wd:Q1937808,2
wd:Q8137,2
wd:Q133087,2
wd:Q30330522,2
wd:Q24426042,2
wd:Q48264,2
wd:Q951964,2
wd:Q9659,2
wd:Q41716,2
wd:Q46384,2
wd:Q373085,2
wd:Q3327874,2
wd:Q506,2
wd:Q49762,2
wd:Q6949149,2
wd:Q21521438,2
wd:Q7944,2
wd:Q4223026,2
wd:Q1724915,2
wd:Q13220204,2
wd:Q3240003,2
wd:Q8803,2
wd:Q7554349,2
wd:Q1398920,2
wd:Q3621491,2
wd:Q23445,2
wd:Q199683,2
wd:Q1041225,2
wd:Q15836397,2
wd:Q3356100,2
wd:Q9842,2
wd:Q543287,2
wd:Q869457,2
wd:Q2452850,2
wd:Q1183543,2
wd:Q3455524,2
wd:Q194203,2
wd:Q1539532,2
wd:Q722218,2
wd:Q30642,2
wd:Q8418,2
wd:Q20654,2
wd:Q194195,2
wd:Q2281788,2
wd:Q908049,2
wd:Q2916980,2
wd:Q643839,2
wd:Q10282,2
wd:Q15222637,2
wd:Q202871,2
wd:Q1487,2
wd:Q17127659,2
wd:Q483639,2
wd:Q18556558,2
wd:Q18556396,2
wd:Q11451,2
wd:Q864574,2
wd:Q191780,2
wd:Q11707,2
wd:Q20354035,2
wd:Q14296,2
wd:Q847027,2
wd:Q2635283,2
wd:Q16814621,2
wd:Q229565,2
wd:Q18587469,2
wd:Q135022,2
wd:Q16060143,2
wd:Q5349747,2
wd:Q863915,2
wd:Q16334295,2
wd:Q2715623,2
wd:Q273057,2
wd:Q21510495,2
wd:Q103495,2
wd:Q29374366,2
wd:Q37726,2
wd:Q11499147,2
wd:Q18042594,2
wd:Q11423,2
wd:Q31381203,2
wd:Q192287,2
wd:Q1069,2
wd:Q857525,2
wd:Q22965078,2
wd:Q44235,2
wd:Q430,2
wd:Q3467906,2
wd:Q13381863,2
wd:Q380775,2
wd:Q17278559,2
wd:Q836904,2
wd:Q21684377,2
wd:Q191928,2
wd:Q132781,2
wd:Q819577,2
wd:Q1270515,2
wd:Q20900468,2
wd:Q7259682,2
wd:Q15383394,2
wd:Q3507889,2
wd:Q207621,2
wd:Q131669,2
wd:Q1501046,2
wd:Q19758733,2
wd:Q1892535,2
wd:Q13417250,2
wd:Q1418124,2
wd:Q49447,2
wd:Q156772,2
wd:Q159334,2
wd:Q2625603,2
wd:Q105420,2
wd:Q161387,2
wd:Q15407956,2
wd:Q953045,2
wd:Q814610,2
wd:Q10675206,2
wd:Q13473501,2
wd:Q31028695,2
wd:Q4828724,2
wd:Q28877,2
wd:Q19829914,2
wd:Q174736,2
wd:Q2063,2
wd:Q13357858,2
wd:Q28953942,2
wd:Q772289,2
wd:Q4026292,2
wd:Q31398920,2
wd:Q6805426,2
wd:Q19159,2
wd:Q18336849,2
wd:Q121,2
wd:Q126,2
wd:Q43035,2
wd:Q43060,2
wd:Q17272692,2
wd:Q226730,2
wd:Q24698650,2
wd:Q183366,2
wd:Q1048835,2
wd:Q422248,2
wd:Q178550,2
wd:Q15056995,2
wd:Q1749269,2
wd:Q28106586,2
wd:Q28923954,2
wd:Q1709010,2
wd:Q5246046,2
wd:Q378636,2
wd:Q1185804,2
wd:Q200539,2
wd:Q121594,2
wd:Q274586,2
wd:Q27787439,2
wd:Q46124,2
wd:Q3192420,2
wd:Q41156,2
wd:Q550637,2
wd:Q7569,2
wd:Q7819319,2
wd:Q3249551,2
wd:Q1127126,2
wd:Q6723621,2
wd:Q4592255,2
wd:Q5205753,2
wd:Q37073,2
wd:Q8452,2
wd:Q167170,2
wd:Q10751953,2
wd:Q267136,2
wd:Q5720,2
wd:Q15580,2
wd:Q211333,2
wd:Q1437459,2
wd:Q1349648,2
wd:Q18556840,2
wd:Q18556429,2
wd:Q757163,2
wd:Q240126,2
wd:Q237350,2
wd:Q849697,2
wd:Q36507,2
wd:Q27477249,2
wd:Q420962,2
wd:Q15145593,2
wd:Q18952,2
wd:Q7257715,2
wd:Q61002,2
wd:Q254917,2
wd:Q11002,2
wd:Q42527,2
wd:Q848197,2
wd:Q3297804,2
wd:Q243669,2
wd:Q223930,2
wd:Q29577677,2
wd:Q164509,2
wd:Q645928,2
wd:Q211331,2
wd:Q654,2
wd:Q43115,2
wd:Q1941820,2
wd:Q197,2
wd:Q386147,2
wd:Q18761202,2
wd:Q165580,2
wd:Q21507383,2
wd:Q498162,2
wd:Q1711354,2
wd:Q152018,2
wd:Q1451877,2
wd:Q19820110,2
wd:Q1049294,2
wd:Q9592,2
wd:Q494348,2
wd:Q1743100,2
wd:Q6478447,2
wd:Q739302,2
wd:Q29469,2
wd:Q333,2
wd:Q88356,2
wd:Q10729326,2
wd:Q7167,2
wd:Q123266,2
wd:Q3456650,2
wd:Q3257809,2
wd:Q21503295,2
wd:Q24239898,2
wd:Q176799,2
wd:Q820655,2
wd:Q5151,2
wd:Q7411,2
wd:Q31184,2
wd:Q28530532,2
wd:Q50231,2
wd:Q15620181,2
wd:Q40446,2
wd:Q9200127,2
wd:Q179509,2
wd:Q44325,2
wd:Q248352,2
wd:Q147538,2
wd:Q846110,2
wd:Q283,2
wd:Q1778543,2
wd:Q931597,2
wd:Q18556721,2
wd:Q15028,2
wd:Q1129474,2
wd:Q27994917,2
wd:Q389888,2
wd:Q1144312,2
wd:Q728,2
wd:Q25964111,2
wd:Q3559019,2
wd:Q183504,2
wd:Q623,2
wd:Q15831325,2
wd:Q254549,2
wd:Q7026,2
wd:Q17379685,2
wd:Q184590,2
wd:Q15975450,2
wd:Q15623255,2
wd:Q192283,2
wd:Q1968403,2
wd:Q31028965,2
wd:Q27654220,2
wd:Q615980,2
wd:Q23404,2
wd:Q485258,2
wd:Q182598,2
wd:Q14819859,2
wd:Q11995,2
wd:Q16338,2
wd:Q5082128,2
wd:Q18608359,2
wd:Q753110,2
wd:Q1139274,2
wd:Q61878,2
wd:Q1106,2
wd:Q122224,2
wd:Q929451,2
wd:Q10387689,2
wd:Q1782964,2
wd:Q201419,2
wd:Q3032333,2
wd:Q66221,2
wd:Q237794,2
wd:Q48498,2
wd:Q350758,2
wd:Q9798,2
wd:Q1792450,2
wd:Q15991303,2
wd:Q9759,2
wd:Q1212935,2
wd:Q26267864,2
wd:Q662914,2
wd:Q11652,2
wd:Q23038290,2
wd:Q413,2
wd:Q21286738,2
wd:Q1301561,2
wd:Q11756,2
wd:Q1191504,2
wd:Q101896,2
wd:Q339152,2
wd:Q47629,2
wd:Q30249126,2
wd:Q6024707,2
wd:Q18536342,2
wd:Q1209831,2
wd:Q33198,2
wd:Q5058355,2
wd:Q157031,2
wd:Q5043,2
wd:Q1437937,2
wd:Q1372205,2
wd:Q898712,2
wd:Q196294,2
wd:Q1317251,2
wd:Q47521,2
wd:Q160342,2
wd:Q39463,2
wd:Q658626,2
wd:Q3370097,2
wd:Q193083,2
wd:Q595971,2
wd:Q188830,2
wd:Q5138347,2
wd:Q154224,2
wd:Q18615777,2
wd:Q108,2
wd:Q19609,2
wd:Q888,2
wd:Q208165,2
wd:Q680421,2
wd:Q929848,2
wd:Q12152,2
wd:Q7391292,2
wd:Q6546156,2
wd:Q851990,2
wd:Q16652878,2
wd:Q2502557,2
wd:Q4354683,2
wd:Q41291,2
wd:Q3497366,2
wd:Q13859551,2
wd:Q629206,2
wd:Q16686448,2
wd:Q29968390,2
wd:Q3523102,2
wd:Q31028314,2
wd:Q3604202,2
wd:Q914262,2
wd:Q622460,2
wd:Q17502905,2
wd:Q19890758,1
wd:Q7270,1
wd:Q4116295,1
wd:Q24517852,1
wd:Q10915943,1
wd:Q178928,1
wd:Q1071285,1
wd:Q27631499,1
wd:Q9192,1
wd:Q134161,1
wd:Q203788,1
wd:Q2151232,1
wd:Q1781513,1
wd:Q168983,1
wd:Q205895,1
wd:Q7602915,1
wd:Q2215841,1
wd:Q211781,1
wd:Q2462658,1
wd:Q483247,1
wd:Q88205,1
wd:Q941818,1
wd:Q3071,1
wd:Q26430975,1
wd:Q2141565,1
wd:Q209372,1
wd:Q178061,1
wd:Q1935728,1
wd:Q1509724,1
wd:Q2631496,1
wd:Q9687,1
wd:Q406957,1
wd:Q8488,1
wd:Q13393265,1
wd:Q15654425,1
wd:Q17737,1
wd:Q2015628,1
wd:Q15730631,1
wd:Q590080,1
wd:Q189053,1
wd:Q92438,1
wd:Q4683558,1
wd:Q3133,1
wd:Q35535,1
wd:Q115291,1
wd:Q523058,1
wd:Q8729,1
wd:Q650241,1
wd:Q861951,1
wd:Q9283961,1
wd:Q5971060,1
wd:Q784,1
wd:Q34876,1
wd:Q379813,1
wd:Q192783,1
wd:Q859553,1
wd:Q1391582,1
wd:Q175641,1
wd:Q751728,1
wd:Q1365365,1
wd:Q61509,1
wd:Q39546,1
wd:Q28885102,1
wd:Q26745,1
wd:Q7703797,1
wd:Q131683,1
wd:Q380230,1
wd:Q7631079,1
wd:Q15895907,1
wd:Q23757,1
wd:Q907356,1
wd:Q20089094,1
wd:Q22964274,1
wd:Q998,1
wd:Q216121,1
wd:Q36794,1
wd:Q3184003,1
wd:Q18119757,1
wd:Q3332711,1
wd:Q104021,1
wd:Q167270,1
wd:Q11375740,1
wd:Q12004,1
wd:Q32066628,1
wd:Q930933,1
wd:Q830,1
wd:Q103459,1
wd:Q152841,1
wd:Q837766,1
wd:Q686534,1
wd:Q17537576,1
wd:Q1762165,1
wd:Q8719053,1
wd:Q753297,1
wd:Q500834,1
wd:Q18609040,1
wd:Q79918,1
wd:Q47280,1
wd:Q14745,1
wd:Q319221,1
wd:Q430525,1
wd:Q483394,1
wd:Q28935994,1
wd:Q6674,1
wd:Q1362225,1
wd:Q1428686,1
wd:Q2558684,1
wd:Q21109843,1
wd:Q21000333,1
wd:Q561068,1
wd:Q1762059,1
wd:Q20502,1
wd:Q24294815,1
wd:Q213051,1
wd:Q941036,1
wd:Q171318,1
wd:Q13002315,1
wd:Q4654925,1
wd:Q217691,1
wd:Q11223800,1
wd:Q235729,1
wd:Q14864881,1
wd:Q378427,1
wd:Q302,1
wd:Q618,1
wd:Q722,1
wd:Q8341,1
wd:Q192093,1
wd:Q5621231,1
wd:Q217541,1
wd:Q605117,1
wd:Q1229765,1
wd:Q11411,1
wd:Q677,1
wd:Q21119897,1
wd:Q192581,1
wd:Q26085352,1
wd:Q12042110,1
wd:Q13158,1
wd:Q476294,1
wd:Q8641,1
wd:Q17146139,1
wd:Q1402078,1
wd:Q251395,1
wd:Q18972207,1
wd:Q13590141,1
wd:Q13403037,1
wd:Q1269749,1
wd:Q19600,1
wd:Q563787,1
wd:Q1195942,1
wd:Q1597339,1
wd:Q30139652,1
wd:Q189445,1
wd:Q216926,1
wd:Q11190742,1
wd:Q13253,1
wd:Q1501257,1
wd:Q1622062,1
wd:Q19029,1
wd:Q81799,1
wd:Q694444,1
wd:Q185217,1
wd:Q1472481,1
wd:Q19192441,1
wd:Q2574750,1
wd:Q153562,1
wd:Q173950,1
wd:Q466981,1
wd:Q24962704,1
wd:Q45996,1
wd:Q1350181,1
wd:Q650605,1
wd:Q2695008,1
wd:Q41177,1
wd:Q1455871,1
wd:Q188304,1
wd:Q12199,1
wd:Q29848066,1
wd:Q14819852,1
wd:Q286583,1
wd:Q2532,1
wd:Q2618,1
wd:Q606196,1
wd:Q192691,1
wd:Q37083,1
wd:Q4740894,1
wd:Q1780466,1
wd:Q751911,1
wd:Q170065,1
wd:Q25336,1
wd:Q131596,1
wd:Q110,1
wd:Q596138,1
wd:Q20926517,1
wd:Q7540126,1
wd:Q193893,1
wd:Q131681,1
wd:Q1343997,1
wd:Q1006644,1
wd:Q219557,1
wd:Q208386,1
wd:Q185957,1
wd:Q182015,1
wd:Q7162,1
wd:Q36396,1
wd:Q44494,1
wd:Q2252262,1
wd:Q2643890,1
wd:Q81054,1
wd:Q496805,1
wd:Q15026,1
wd:Q15964890,1
wd:Q2269,1
wd:Q3456602,1
wd:Q1148722,1
wd:Q5200157,1
wd:Q80113,1
wd:Q955489,1
wd:Q20011627,1
wd:Q848944,1
wd:Q22645,1
wd:Q74359,1
wd:Q784148,1
wd:Q11426,1
wd:Q3151887,1
wd:Q25930490,1
wd:Q255722,1
wd:Q47988,1
wd:Q8070,1
wd:Q30415057,1
wd:Q205299,1
wd:Q213907,1
wd:Q2535546,1
wd:Q3579158,1
wd:Q15728963,1
wd:Q4117406,1
wd:Q8097,1
wd:Q23893363,1
wd:Q2125610,1
wd:Q2881060,1
wd:Q324254,1
wd:Q1140229,1
wd:Q13582652,1
wd:Q134041,1
wd:Q185785,1
wd:Q4372150,1
wd:Q20056177,1
wd:Q29901725,1
wd:Q11009,1
wd:Q19,1
wd:Q4130,1
wd:Q640262,1
wd:Q30570183,1
wd:Q495527,1
wd:Q204832,1
wd:Q1784695,1
wd:Q29043181,1
wd:Q25288,1
wd:Q1327300,1
wd:Q83306,1
wd:Q19844914,1
wd:Q1088,1
wd:Q1546,1
wd:Q899336,1
wd:Q193391,1
wd:Q19887243,1
wd:Q18972245,1
wd:Q17166756,1
wd:Q9299236,1
wd:Q327245,1
wd:Q3062125,1
wd:Q29467088,1
wd:Q732744,1
wd:Q2198855,1
wd:Q16334298,1
wd:Q1399576,1
wd:Q13261,1
wd:Q271555,1
wd:Q152088,1
wd:Q182940,1
wd:Q186817,1
wd:Q157146,1
wd:Q50001,1
wd:Q22807258,1
wd:Q6583019,1
wd:Q191081,1
wd:Q1261499,1
wd:Q2245405,1
wd:Q24451526,1
wd:Q855451,1
wd:Q1077333,1
wd:Q1293536,1
wd:Q10374501,1
wd:Q13058055,1
wd:Q43338,1
wd:Q18553212,1
wd:Q182250,1
wd:Q181634,1
wd:Q22671,1
wd:Q2831984,1
wd:Q1760610,1
wd:Q17518461,1
wd:Q13357594,1
wd:Q21421281,1
wd:Q4692249,1
wd:Q25314,1
wd:Q3384,1
wd:Q26986,1
wd:Q178559,1
wd:Q2556234,1
wd:Q285451,1
wd:Q20724789,1
wd:Q15663836,1
wd:Q1472,1
wd:Q42138,1
wd:Q10998,1
wd:Q35473,1
wd:Q1055894,1
wd:Q130232,1
wd:Q2003810,1
wd:Q2671652,1
wd:Q505619,1
wd:Q130857,1
wd:Q181307,1
wd:Q28797,1
wd:Q373342,1
wd:Q1346006,1
wd:Q153126,1
wd:Q462174,1
wd:Q104083,1
wd:Q26251835,1
wd:Q1155622,1
wd:Q29182,1
wd:Q954501,1
wd:Q26371,1
wd:Q1041205,1
wd:Q2518691,1
wd:Q272574,1
wd:Q15665807,1
wd:Q15401633,1
wd:Q978044,1
wd:Q767024,1
wd:Q2915577,1
wd:Q28969364,1
wd:Q47528,1
wd:Q3153784,1
wd:Q11694395,1
wd:Q657,1
wd:Q159558,1
wd:Q8205328,1
wd:Q18928999,1
wd:Q27030992,1
wd:Q7251423,1
wd:Q37710,1
wd:Q21674818,1
wd:Q1152241,1
wd:Q28922083,1
wd:Q290378,1
wd:Q389705,1
wd:Q161179,1
wd:Q474968,1
wd:Q46395,1
wd:Q5164076,1
wd:Q1156073,1
wd:Q13119823,1
wd:Q189533,1
wd:Q189756,1
wd:Q1130645,1
wd:Q1825472,1
wd:Q3333265,1
wd:Q1503450,1
wd:Q1850442,1
wd:Q3132741,1
wd:Q47740,1
wd:Q40477,1
wd:Q18691601,1
wd:Q129270,1
wd:Q327948,1
wd:Q19535108,1
wd:Q1266946,1
wd:Q182103,1
wd:Q781132,1
wd:Q2097994,1
wd:Q1047437,1
wd:Q159821,1
wd:Q893,1
wd:Q477248,1
wd:Q177166,1
wd:Q2382369,1
wd:Q1226651,1
wd:Q30240612,1
wd:Q1137726,1
wd:Q31561041,1
wd:Q223200,1
wd:Q196,1
wd:Q466603,1
wd:Q1509831,1
wd:Q1235234,1
wd:Q174165,1
wd:Q44044,1
wd:Q2666,1
wd:Q157957,1
wd:Q1093954,1
wd:Q844326,1
wd:Q8201,1
wd:Q135010,1
wd:Q3560951,1
wd:Q7565,1
wd:Q19088,1
wd:Q1358,1
wd:Q308905,1
wd:Q189021,1
wd:Q152323,1
wd:Q958314,1
wd:Q32597970,1
wd:Q32753077,1
wd:Q874405,1
wd:Q11417,1
wd:Q1425557,1
wd:Q7843791,1
wd:Q3243765,1
wd:Q521179,1
wd:Q175173,1
wd:Q468455,1
wd:Q193885,1
wd:Q17202187,1
wd:Q12015335,1
wd:Q7250271,1
wd:Q173782,1
wd:Q1710033,1
wd:Q28819924,1
wd:Q209,1
wd:Q1514395,1
wd:Q2066674,1
wd:Q9394,1
wd:Q161161,1
wd:Q28464929,1
wd:Q24565968,1
wd:Q8094,1
wd:Q30334254,1
wd:Q29981662,1
wd:Q784688,1
wd:Q2306047,1
wd:Q29560,1
wd:Q5090,1
wd:Q724443,1
wd:Q29913592,1
wd:Q19631939,1
wd:Q956165,1
wd:Q10513450,1
wd:Q7333746,1
wd:Q1734,1
wd:Q80151,1
wd:Q185185,1
wd:Q2712963,1
wd:Q6422240,1
wd:Q670,1
wd:Q14276458,1
wd:Q22731,1
wd:Q10687729,1
wd:Q23498,1
wd:Q15841920,1
wd:Q1143070,1
wd:Q1048314,1
wd:Q682944,1
wd:Q7631083,1
wd:Q8060,1
wd:Q1026,1
wd:Q211201,1
wd:Q897,1
wd:Q2018526,1
wd:Q15298259,1
wd:Q514860,1
wd:Q2393184,1
wd:Q2979,1
wd:Q197952,1
wd:Q190928,1
wd:Q6031029,1
wd:Q372436,1
wd:Q20165,1
wd:Q105210,1
wd:Q20932605,1
wd:Q748611,1
wd:Q797971,1
wd:Q4683593,1
wd:Q3055126,1
wd:Q5849,1
wd:Q5961279,1
wd:Q2661442,1
wd:Q7302866,1
wd:Q697379,1
wd:Q867371,1
wd:Q2715909,1
wd:Q15042137,1
wd:Q2529166,1
wd:Q462778,1
wd:Q11146,1
wd:Q205570,1
wd:Q931754,1
wd:Q21127166,1
wd:Q2501,1
wd:Q2653,1
wd:Q2671,1
wd:Q2664,1
wd:Q268378,1
wd:Q2662845,1
wd:Q119,1
wd:Q178512,1
wd:Q638608,1
wd:Q1484503,1
wd:Q127771,1
wd:Q1113289,1
wd:Q580889,1
wd:Q455315,1
wd:Q156362,1
wd:Q170201,1
wd:Q79218,1
wd:Q132834,1
wd:Q2857578,1
wd:Q444677,1
wd:Q267596,1
wd:Q7362268,1
wd:Q81938,1
wd:Q175185,1
wd:Q131436,1
wd:Q7632586,1
wd:Q163943,1
wd:Q160034,1
wd:Q681263,1
wd:Q22699,1
wd:Q26899,1
wd:Q1155083,1
wd:Q28555911,1
wd:Q780,1
wd:Q10855242,1
wd:Q485537,1
wd:Q3569290,1
wd:Q6617100,1
wd:Q217525,1
wd:Q4567002,1
wd:Q574299,1
wd:Q1863435,1
wd:Q967960,1
wd:Q24634210,1
wd:Q196627,1
wd:Q4892352,1
wd:Q134768,1
wd:Q537127,1
wd:Q1196314,1
wd:Q147768,1
wd:Q15197056,1
wd:Q24040733,1
wd:Q755017,1
wd:Q20683475,1
wd:Q15921247,1
wd:Q483569,1
wd:Q41386,1
wd:Q5727902,1
wd:Q8727648,1
wd:Q717478,1
wd:Q184573,1
wd:Q836240,1
wd:Q613299,1
wd:Q47315,1
wd:Q1664720,1
wd:Q1047113,1
wd:Q6584,1
wd:Q178600,1
wd:Q7491078,1
wd:Q2920963,1
wd:Q669569,1
wd:Q17279753,1
wd:Q12483,1
wd:Q7269,1
wd:Q841818,1
wd:Q15060255,1
wd:Q31385480,1
wd:Q743544,1
wd:Q1670189,1
wd:Q2824644,1
wd:Q1162163,1
wd:Q1369686,1
wd:Q468081,1
wd:Q24489,1
wd:Q2766,1
wd:Q1368,1
wd:Q2574,1
wd:Q810198,1
wd:Q2159907,1
wd:Q844713,1
wd:Q746628,1
wd:Q1312529,1
wd:Q22984450,1
wd:Q165436,1
wd:Q37525,1
wd:Q15978441,1
wd:Q2561390,1
wd:Q193606,1
wd:Q6663,1
wd:Q496825,1
wd:Q9081,1
wd:Q180614,1
wd:Q7925,1
wd:Q1310239,1
wd:Q7401,1
wd:Q620207,1
wd:Q485150,1
wd:Q10901350,1
wd:Q30277550,1
wd:Q192239,1
wd:Q3272410,1
wd:Q583157,1
wd:Q1202812,1
